Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Door_To_Diag_Eval_2016,Door_To_Diag_Eval_2015,Door_To_Diag_Eval_2014,Door_To_Diag_Eval_2013,Always_Quiet_Night_2016,Always_Quiet_Night_2015,Always_Quiet_Night_2014,Always_Quiet_Night_2013,Always_Quiet_Night_2012,Always_Quiet_Night_2011,Always_Quiet_Night_2010,Always_Quiet_Night_2009,Always_Quiet_Night_2008,Sometimes_Quiet_2016,Sometimes_Quiet_2015,Sometimes_Quiet_Night_2014,Sometimes_Quiet_Night_2013,Sometimes_Quiet_Night_2012,Sometimes_Quiet_Night_2011,Sometimes_Quiet_Night_2010,Sometimes_Quiet_Night_2009,Sometimes_Quiet_Night_2008,Usually_Quiet_2016,Usually_Quiet_2015,Usually_Quiet_2014,Usually_Quiet_2013,Usually_Quiet_2012,Usually_Quiet_2011,Usually_Quiet_2010,Usually_Quiet_2009,Usually_Quiet_2008,Hospital_Rating_Low_2016,Hospital_Rating_Low_2015,Hospital_Rating_Low_2014,Hospital_Rating_Low_2013,Hospital_Rating_Low_2012,Hospital_Rating_Low_2011,Hospital_Rating_Low_2010,Hospital_Rating_Low_2009,Hospital_Rating_Low_2008,Hospital_Rating_Medium_2016,Hospital_Rating_Medium_2015,Hospital_Rating_Medium_2014,Hospital_Rating_Medium_2013,Hospital_Rating_Medium_2012,Hospital_Rating_Medium_2011,Hospital_Rating_Medium_2010,Hospital_Rating_Medium_2009,Hospital_Rating_Medium_2008,Hospital_Rating_High_2016,Hospital_Rating_High_2015,Hospital_Rating_High_2014,Hospital_Rating_High_2013,Hospital_Rating_High_2012,Hospital_Rating_High_2011,Hospital_Rating_High_2010,Hospital_Rating_High_2009,Hospital_Rating_High_2008,Recommend_Yes_2016,Recommend_Yes_2015,Recommend_Yes_2014,Recommend_Yes_2013,Recommend_Yes_2012,Recommend_Yes_2011,Recommend_Yes_2010,Recommend_Yes_2009,Recommend_Yes_2008,Recommend_Probably_2016,Recommend_Probably_2015,Recommend_Probably_2014,Recommend_Probably_2013,Recommend_Probably_2012,Recommend_Probably_2011,Recommend_Probably_2010,Recommend_Probably_2009,Recommend_Probably_2008,Recommend_No_2016,Recommend_No_2015,Recommend_No_2014,Recommend_No_2013,Recommend_No_2012,Recommend_No_2011,Recommend_No_2010,Recommend_No_2009,Recommend_No_2008
31313,HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,SANTA CRUZ,5202853000,#N/A,#N/A,#N/A,#N/A,#N/A,61,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,
140135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,62526,MACON,2178778121,38,34,18,63,63,61,63,,,,,,,9,7,8,,,,,,,28,30,29,,,,,,,8,6,7,,,,,,,21,22,25,,,,,,,71,72,68,,,,,,,72,74,71,,,,,,,23,23,25,,,,,,,5,3,4,,,,,,
140137,GREENVILLE REGIONAL HOSPITAL,200 HEALTHCARE DR,GREENVILLE,IL,62246,BOND,6186641230,20,20,27,26,69,61,55,,,,,,,6,8,12,,,,,,,25,25,33,,,,,,,9,8,9,,,,,,,20,22,19,,,,,,,71,70,72,,,,,,,66,67,63,,,,,,,29,30,29,,,,,,,5,3,8,,,,,,
140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,BUREAU,8156641176,25,26,25,16,63,61,63,,,,,,,6,5,7,,,,,,,31,28,30,,,,,,,4,5,5,,,,,,,19,20,20,,,,,,,77,75,75,,,,,,,74,74,72,,,,,,,24,23,25,,,,,,,2,3,3,,,,,,
100075,ST JOSEPHS HOSPITAL,3001 W MARTIN LUTHER KING JR BLVD,TAMPA,FL,33677,HILLSBOROUGH,8138704398,#N/A,#N/A,#N/A,#N/A,#N/A,61,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,
140147,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,62450,RICHLAND,6183952131,16,20,22,21,69,61,65,,,,,,,4,4,5,,,,,,,27,25,30,,,,,,,3,4,4,,,,,,,18,22,21,,,,,,,79,74,75,,,,,,,72,70,73,,,,,,,27,28,24,,,,,,,1,2,3,,,,,,
50557,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,STANISLAUS,2095264500,#N/A,#N/A,#N/A,#N/A,#N/A,61,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,
140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,3129963900,71,70,57,75,56,61,56,,,,,,,16,16,15,,,,,,,28,28,29,,,,,,,11,11,14,,,,,,,26,28,28,,,,,,,63,61,58,,,,,,,64,63,63,,,,,,,30,30,26,,,,,,,6,7,11,,,,,,
140155,PRESENCE ST MARYS HOSPITAL,500 W COURT ST,KANKAKEE,IL,60901,KANKAKEE,8159372490,28,29,27,31,62,61,66,,,,,,,8,8,7,,,,,,,30,33,27,,,,,,,3,6,5,,,,,,,19,19,17,,,,,,,78,75,78,,,,,,,79,73,79,,,,,,,18,22,18,,,,,,,3,5,3,,,,,,
140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,COOK,3125672000,19,17,22,45,60,61,60,,,,,,,14,14,14,,,,,,,26,28,26,,,,,,,14,15,9,,,,,,,30,28,23,,,,,,,56,57,68,,,,,,,57,59,65,,,,,,,34,32,30,,,,,,,9,9,5,,,,,,
140160,FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,STEPHENSON,8152354131,26,30,24,28,63,61,59,,,,,,,6,7,7,,,,,,,31,30,34,,,,,,,6,7,6,,,,,,,27,26,29,,,,,,,67,67,65,,,,,,,62,64,60,,,,,,,33,31,36,,,,,,,5,5,4,,,,,,
140161,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,8158422828,8,8,9,10,65,61,66,,,,,,,8,11,5,,,,,,,27,28,29,,,,,,,3,4,6,,,,,,,17,19,20,,,,,,,80,77,74,,,,,,,77,74,67,,,,,,,22,23,31,,,,,,,1,3,2,,,,,,
140162,ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,MCLEAN,3096623311,29,30,25,42,66,61,65,,,,,,,6,7,7,,,,,,,28,28,28,,,,,,,5,5,4,,,,,,,15,16,15,,,,,,,80,79,81,,,,,,,80,80,83,,,,,,,17,18,15,,,,,,,3,2,2,,,,,,
140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62902,JACKSON,6185490721,29,39,29,30,59,61,62,,,,,,,10,9,9,,,,,,,31,29,29,,,,,,,6,6,6,,,,,,,18,21,21,,,,,,,76,73,73,,,,,,,78,77,76,,,,,,,19,20,21,,,,,,,3,3,3,,,,,,
140166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,MACON,2174647000,24,26,46,41,63,61,62,,,,,,,7,8,8,,,,,,,30,28,30,,,,,,,7,7,8,,,,,,,20,20,19,,,,,,,73,73,73,,,,,,,75,75,76,,,,,,,21,21,19,,,,,,,4,4,5,,,,,,
140167,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN STREET,WATSEKA,IL,60970,IROQUOIS,8154325201,15,15,17,15,64,61,55,,,,,,,8,9,9,,,,,,,28,28,36,,,,,,,13,7,8,,,,,,,13,13,26,,,,,,,74,80,66,,,,,,,62,63,64,,,,,,,28,34,30,,,,,,,10,3,6,,,,,,
140172,FRANCISCAN ST JAMES HEALTH,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,7087474000,31,30,36,32,61,61,52,,,,,,,10,14,15,,,,,,,29,26,33,,,,,,,10,13,16,,,,,,,28,23,28,,,,,,,62,64,56,,,,,,,64,66,57,,,,,,,31,25,30,,,,,,,5,9,13,,,,,,
140174,PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,60506,KANE,6308592222,32,33,31,40,61,61,70,,,,,,,8,8,4,,,,,,,31,35,26,,,,,,,9,11,9,,,,,,,22,22,25,,,,,,,69,67,66,,,,,,,71,67,67,,,,,,,24,24,28,,,,,,,5,9,5,,,,,,
140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3701 DOTY ROAD,WOODSTOCK,IL,60098,MCHENRY,8157885823,36,28,40,31,54,61,52,,,,,,,12,14,14,,,,,,,34,34,34,,,,,,,10,10,10,,,,,,,27,25,24,,,,,,,63,65,66,,,,,,,65,65,68,,,,,,,28,28,26,,,,,,,7,7,6,,,,,,
140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,COOK,7739477500,0,0,0,0,55,61,52,,,,,,,23,27,25,,,,,,,22,25,23,,,,,,,30,30,27,,,,,,,34,33,37,,,,,,,36,37,36,,,,,,,35,39,38,,,,,,,33,34,38,,,,,,,32,27,24,,,,,,
140179,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,EVERGREEN PARK,IL,60805,COOK,7084226200,64,45,34,53,61,61,61,,,,,,,12,13,12,,,,,,,27,26,27,,,,,,,8,7,5,,,,,,,22,24,19,,,,,,,70,69,76,,,,,,,71,73,75,,,,,,,24,23,21,,,,,,,5,4,4,,,,,,
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2233 W DIVISION ST,CHICAGO,IL,60622,COOK,3127702000,56,45,36,24,65,61,58,,,,,,,9,10,12,,,,,,,26,24,30,,,,,,,6,6,11,,,,,,,22,16,25,,,,,,,72,78,64,,,,,,,74,77,69,,,,,,,22,19,26,,,,,,,4,4,5,,,,,,
140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,COOK,7737680810,60,42,22,29,64,61,63,,,,,,,15,15,17,,,,,,,21,21,20,,,,,,,17,16,21,,,,,,,28,30,33,,,,,,,55,54,46,,,,,,,54,51,44,,,,,,,30,35,41,,,,,,,16,14,15,,,,,,
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,COOK,7739751600,52,50,44,83,58,61,56,,,,,,,13,15,14,,,,,,,29,30,30,,,,,,,7,7,7,,,,,,,21,23,22,,,,,,,72,70,71,,,,,,,74,72,72,,,,,,,21,24,23,,,,,,,5,4,5,,,,,,
140184,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DE YOUNG,MARION,IL,62959,WILLIAMSON,6189987000,21,23,20,22,61,61,54,,,,,,,8,9,14,,,,,,,31,28,32,,,,,,,9,8,11,,,,,,,23,22,22,,,,,,,68,70,67,,,,,,,64,66,61,,,,,,,29,27,29,,,,,,,7,7,10,,,,,,
140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226,SAINT CLAIR,6182337750,18,14,12,13,56,61,61,,,,,,,12,12,10,,,,,,,32,32,29,,,,,,,7,7,5,,,,,,,21,21,19,,,,,,,72,72,76,,,,,,,74,73,79,,,,,,,22,24,19,,,,,,,4,3,2,,,,,,
140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,60901,KANKAKEE,8159331671,23,24,32,29,64,61,61,,,,,,,8,10,11,,,,,,,28,30,28,,,,,,,6,5,7,,,,,,,17,18,19,,,,,,,77,77,74,,,,,,,79,75,75,,,,,,,18,21,22,,,,,,,3,4,3,,,,,,
140187,ST ELIZABETH HOSPITAL,211 S THIRD ST,BELLEVILLE,IL,62220,SAINT CLAIR,6182342120,18,20,20,34,61,61,59,,,,,,,9,10,11,,,,,,,30,30,30,,,,,,,7,10,7,,,,,,,24,22,23,,,,,,,69,68,70,,,,,,,68,67,70,,,,,,,27,28,26,,,,,,,5,5,4,,,,,,
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938,COLES,2172582572,18,20,14,27,65,61,60,,,,,,,7,8,9,,,,,,,28,29,31,,,,,,,5,4,5,,,,,,,20,20,16,,,,,,,75,76,79,,,,,,,73,73,75,,,,,,,24,24,23,,,,,,,3,3,2,,,,,,
140191,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,IL,60426,COOK,7083332300,36,46,10,9,59,61,56,,,,,,,13,15,17,,,,,,,28,28,27,,,,,,,9,8,12,,,,,,,25,25,25,,,,,,,66,67,63,,,,,,,67,67,65,,,,,,,26,28,30,,,,,,,7,5,5,,,,,,
140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,60640,COOK,7732719040,14,8,7,9,69,61,63,,,,,,,8,3,8,,,,,,,23,20,29,,,,,,,8,5,3,,,,,,,21,19,33,,,,,,,71,76,64,,,,,,,79,73,62,,,,,,,17,24,33,,,,,,,4,3,5,,,,,,
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DUPAGE,6308331400,24,24,19,18,66,61,70,,,,,,,4,4,4,,,,,,,30,25,26,,,,,,,6,5,7,,,,,,,16,17,16,,,,,,,78,78,77,,,,,,,78,80,77,,,,,,,18,17,19,,,,,,,4,3,4,,,,,,
140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,LAKE,8479905200,26,33,30,23,61,61,60,,,,,,,8,9,9,,,,,,,31,31,31,,,,,,,6,6,6,,,,,,,21,22,22,,,,,,,73,72,72,,,,,,,73,73,73,,,,,,,23,23,23,,,,,,,4,4,4,,,,,,
140206,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,COOK,7732928200,24,20,18,12,54,61,54,,,,,,,17,18,20,,,,,,,29,26,26,,,,,,,12,14,21,,,,,,,34,32,28,,,,,,,54,54,51,,,,,,,52,54,49,,,,,,,38,35,36,,,,,,,10,11,15,,,,,,
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,COOK,7086848000,77,78,77,95,53,61,55,,,,,,,14,14,13,,,,,,,33,34,32,,,,,,,8,8,7,,,,,,,22,22,20,,,,,,,70,70,73,,,,,,,71,71,74,,,,,,,24,25,22,,,,,,,5,4,4,,,,,,
140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,3096725522,30,27,24,22,55,61,63,,,,,,,11,7,9,,,,,,,34,33,28,,,,,,,7,7,7,,,,,,,19,15,18,,,,,,,74,78,75,,,,,,,74,77,79,,,,,,,21,19,17,,,,,,,5,4,4,,,,,,
140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,62946,SALINE,6182537671,49,47,44,35,59,61,60,,,,,,,7,12,8,,,,,,,34,32,32,,,,,,,10,12,5,,,,,,,22,24,26,,,,,,,68,64,69,,,,,,,61,64,67,,,,,,,31,27,29,,,,,,,8,9,4,,,,,,
140211,DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,GENEVA,IL,60134,KANE,6302083000,24,23,28,36,53,61,59,,,,,,,8,9,9,,,,,,,39,35,32,,,,,,,7,6,6,,,,,,,17,20,17,,,,,,,76,74,77,,,,,,,77,73,75,,,,,,,20,22,22,,,,,,,3,5,3,,,,,,
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,WILL,8153001100,56,50,60,55,66,61,67,,,,,,,6,6,8,,,,,,,28,28,25,,,,,,,6,5,6,,,,,,,14,16,17,,,,,,,80,79,77,,,,,,,81,80,78,,,,,,,16,17,18,,,,,,,3,3,4,,,,,,
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,77 N AIRLITE STREET,ELGIN,IL,60123,KANE,8476953200,20,22,16,23,62,61,60,,,,,,,8,10,11,,,,,,,30,31,29,,,,,,,8,8,11,,,,,,,18,19,17,,,,,,,74,73,72,,,,,,,73,75,68,,,,,,,23,19,26,,,,,,,4,6,6,,,,,,
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,8477232210,47,54,41,52,56,61,59,,,,,,,11,11,10,,,,,,,33,31,31,,,,,,,5,6,5,,,,,,,18,17,17,,,,,,,77,77,78,,,,,,,79,79,80,,,,,,,18,18,17,,,,,,,3,3,3,,,,,,
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,7736653000,6,6,4,10,57,61,59,,,,,,,16,13,9,,,,,,,27,26,32,,,,,,,8,8,6,,,,,,,23,22,20,,,,,,,69,70,74,,,,,,,74,74,75,,,,,,,21,20,18,,,,,,,5,6,7,,,,,,
140228,SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,IL,61104,WINNEBAGO,8159684400,24,27,25,28,56,61,54,,,,,,,11,12,11,,,,,,,33,34,35,,,,,,,6,6,7,,,,,,,19,20,21,,,,,,,75,74,72,,,,,,,77,77,77,,,,,,,19,20,20,,,,,,,4,3,3,,,,,,
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,DUPAGE,6305273000,15,12,11,11,59,61,54,,,,,,,11,9,11,,,,,,,30,31,35,,,,,,,6,6,6,,,,,,,22,20,19,,,,,,,72,74,75,,,,,,,78,77,80,,,,,,,19,20,17,,,,,,,3,3,3,,,,,,
140233,SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,IL,61108,WINNEBAGO,8152262000,15,13,17,26,45,61,44,,,,,,,18,17,17,,,,,,,37,38,39,,,,,,,9,8,8,,,,,,,23,22,21,,,,,,,68,70,71,,,,,,,73,73,74,,,,,,,23,22,23,,,,,,,4,5,3,,,,,,
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,IL,61354,LA SALLE,8152233300,16,17,9,12,57,61,56,,,,,,,9,11,10,,,,,,,34,35,34,,,,,,,5,5,5,,,,,,,16,16,18,,,,,,,79,79,77,,,,,,,78,80,79,,,,,,,20,17,19,,,,,,,2,3,2,,,,,,
140239,ROCKFORD MEMORIAL HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,WINNEBAGO,8159686861,58,64,56,62,62,61,59,,,,,,,8,7,10,,,,,,,30,32,31,,,,,,,6,7,7,,,,,,,20,22,23,,,,,,,74,71,70,,,,,,,73,73,71,,,,,,,23,23,25,,,,,,,4,4,4,,,,,,
140240,WESTLAKE COMMUNITY HOSPITAL,1225 LAKE ST,MELROSE PARK,IL,60160,COOK,7089384000,24,28,34,44,53,61,51,,,,,,,14,15,19,,,,,,,33,29,30,,,,,,,12,10,13,,,,,,,30,32,27,,,,,,,58,58,60,,,,,,,55,59,57,,,,,,,36,34,34,,,,,,,9,7,9,,,,,,
140242,CENTRAL DUPAGE HOSPITAL,25 NORTH WINFIELD ROAD,WINFIELD,IL,60190,DUPAGE,6306821600,24,23,23,58,64,61,66,,,,,,,8,5,4,,,,,,,28,28,30,,,,,,,5,7,4,,,,,,,15,15,12,,,,,,,80,78,84,,,,,,,84,82,83,,,,,,,13,15,14,,,,,,,3,3,3,,,,,,
140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,17800 S KEDZIE AVE,HAZEL CREST,IL,60429,COOK,7087998000,47,39,57,75,54,61,55,,,,,,,15,14,16,,,,,,,31,32,29,,,,,,,10,9,10,,,,,,,26,28,23,,,,,,,64,63,67,,,,,,,65,64,66,,,,,,,29,31,28,,,,,,,6,5,6,,,,,,
140251,COMMUNITY FIRST MEDICAL CENTER,5645 W ADDISON STREET,CHICAGO,IL,60634,COOK,7732827000,25,37,33,25,44,61,48,,,,,,,21,24,23,,,,,,,35,30,29,,,,,,,14,17,12,,,,,,,31,31,29,,,,,,,55,52,59,,,,,,,53,50,60,,,,,,,36,37,33,,,,,,,11,13,7,,,,,,
140252,NORTHWEST COMMUNITY HOSPITAL 1,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,COOK,8476181000,15,17,25,53,58,61,62,,,,,,,9,9,8,,,,,,,33,32,30,,,,,,,6,7,6,,,,,,,23,20,21,,,,,,,71,73,73,,,,,,,73,73,77,,,,,,,23,23,20,,,,,,,4,4,3,,,,,,
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,800 W BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,COOK,8474375500,26,26,22,21,58,61,57,,,,,,,9,8,11,,,,,,,33,33,32,,,,,,,5,5,6,,,,,,,18,19,20,,,,,,,77,76,74,,,,,,,78,79,76,,,,,,,19,17,20,,,,,,,3,4,4,,,,,,
140275,GENESIS HEALTH SYSTEM,801 ILLINI DRIVE,SILVIS,IL,61282,ROCK ISLAND,3097929363,30,31,24,26,56,61,55,,,,,,,8,7,9,,,,,,,36,39,36,,,,,,,7,7,7,,,,,,,26,28,19,,,,,,,67,65,74,,,,,,,68,68,70,,,,,,,27,27,26,,,,,,,5,5,4,,,,,,
140276,LOYOLA UNIVERSITY MEDICAL CENTER,2160 S 1ST AVENUE,MAYWOOD,IL,60153,COOK,7082169000,44,47,54,64,51,61,50,,,,,,,15,16,17,,,,,,,34,34,33,,,,,,,9,10,9,,,,,,,21,22,23,,,,,,,70,68,68,,,,,,,72,72,73,,,,,,,22,23,22,,,,,,,6,5,5,,,,,,
140280,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,61201,ROCK ISLAND,3097795000,25,25,20,23,51,61,55,,,,,,,14,16,12,,,,,,,35,36,33,,,,,,,10,10,8,,,,,,,23,24,25,,,,,,,67,66,67,,,,,,,67,65,69,,,,,,,27,29,27,,,,,,,6,6,4,,,,,,
140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,COOK,3129262000,48,37,37,47,64,61,64,,,,,,,8,9,9,,,,,,,28,27,27,,,,,,,5,7,6,,,,,,,19,19,18,,,,,,,76,74,76,,,,,,,80,79,80,,,,,,,17,17,17,,,,,,,3,4,3,,,,,,
140286,KISHWAUKEE COMMUNITY HOSPITAL,ONE KISH HOSPITAL DRIVE,DEKALB,IL,60115,DEKALB,8157561521,10,16,19,40,56,61,59,,,,,,,10,9,7,,,,,,,34,34,34,,,,,,,7,7,6,,,,,,,22,22,20,,,,,,,71,71,74,,,,,,,70,68,70,,,,,,,26,28,26,,,,,,,4,4,4,,,,,,
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515,DUPAGE,6302755900,35,44,39,40,53,61,54,,,,,,,15,14,13,,,,,,,32,34,33,,,,,,,8,8,6,,,,,,,20,21,21,,,,,,,72,71,73,,,,,,,75,74,76,,,,,,,21,21,21,,,,,,,4,5,3,,,,,,
140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,62062,MADISON,6182885711,45,48,40,45,50,61,62,,,,,,,14,9,8,,,,,,,36,37,30,,,,,,,7,5,6,,,,,,,25,22,21,,,,,,,68,73,73,,,,,,,67,71,75,,,,,,,27,25,22,,,,,,,6,4,3,,,,,,
140290,ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60194,COOK,8478432000,33,36,28,39,57,61,54,,,,,,,11,8,13,,,,,,,32,31,33,,,,,,,8,7,7,,,,,,,19,19,23,,,,,,,73,74,70,,,,,,,74,76,74,,,,,,,21,20,21,,,,,,,5,4,5,,,,,,
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,60010,LAKE,8473819600,27,40,50,59,47,61,50,,,,,,,17,17,16,,,,,,,36,36,34,,,,,,,9,10,8,,,,,,,21,21,20,,,,,,,70,69,72,,,,,,,72,71,76,,,,,,,23,23,19,,,,,,,5,6,5,,,,,,
140292,ADVENTIST GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139,DUPAGE,6305456160,17,18,17,27,57,61,51,,,,,,,10,11,15,,,,,,,33,32,34,,,,,,,15,11,15,,,,,,,23,27,25,,,,,,,62,62,60,,,,,,,58,64,58,,,,,,,31,27,31,,,,,,,11,9,11,,,,,,
140294,CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,MOUNT VERNON,IL,62864,JEFFERSON,6182445500,14,18,19,8,60,61,69,,,,,,,7,7,4,,,,,,,33,28,27,,,,,,,9,7,8,,,,,,,21,21,20,,,,,,,70,72,72,,,,,,,70,71,72,,,,,,,24,23,22,,,,,,,6,6,6,,,,,,
140300,PROVIDENT HOSPITAL OF CHICAGO,500 E 51ST ST,CHICAGO,IL,60615,COOK,3125722000,51,68,104,122,87,61,77,,,,,,,6,2,6,,,,,,,7,18,17,,,,,,,11,12,7,,,,,,,29,28,29,,,,,,,60,60,64,,,,,,,61,70,63,,,,,,,29,26,34,,,,,,,10,4,3,,,,,,
140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,WILL,6302268100,30,29,30,30,62,61,67,,,,,,,9,8,7,,,,,,,29,25,26,,,,,,,9,9,8,,,,,,,23,20,20,,,,,,,68,71,72,,,,,,,65,71,70,,,,,,,28,21,25,,,,,,,7,8,5,,,,,,
140307,METRO-EAST SERVICES INC,1404 CROSS STREET,SHILOH,IL,62269,SAINT CLAIR,6186071000,Not Available,#N/A,#N/A,#N/A,Not Available,61,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,
